optimus_id,vh08p,vh08g,vh10g,degree_known,married,vote_prob,vote
891704,0,0,0,1,1,0.6082590307465144,1
887624,0,1,1,1,1,0.9654437697137235,1
720506,0,1,1,0,0,0.9080454500689956,1
882778,1,1,1,1,1,0.9849320101894071,1
301297,1,1,1,1,0,0.9744192116879923,1
823990,1,1,1,0,0,0.9585128806983041,1
820149,0,0,0,0,0,0.3543436937742045,0
782038,1,1,1,1,1,0.9849320101894071,1
650715,0,0,0,1,0,0.47502081252106,0
358388,1,0,1,0,0,0.8005922431513315,1
557917,1,1,1,1,1,0.9849320101894071,1
226686,0,0,1,1,0,0.738850006084249,1
472460,0,1,1,1,0,0.942133044723639,1
1089766,0,0,0,1,0,0.47502081252106,0
327516,0,1,1,1,1,0.9654437697137235,1
414639,0,0,1,0,0,0.6318124177361016,1
393819,0,0,0,0,1,0.4850044983805899,0
643733,0,0,0,1,1,0.6082590307465144,1
428839,0,1,0,0,0,0.7595109169491111,1
367800,0,0,1,0,0,0.6318124177361016,1
1088611,0,0,0,1,0,0.47502081252106,0
888956,0,1,1,1,1,0.9654437697137235,1
83647,1,1,1,1,0,0.9744192116879923,1
355895,0,0,1,0,1,0.7464939833376621,1
1091064,0,0,0,1,0,0.47502081252106,0
941797,1,1,1,1,1,0.9849320101894071,1
386895,1,1,1,1,0,0.9744192116879923,1
41150,0,0,0,0,0,0.3543436937742045,0
376999,0,0,0,1,0,0.47502081252106,0
308450,0,1,1,1,1,0.9654437697137235,1
962741,0,0,0,1,1,0.6082590307465144,1
797085,0,0,0,0,1,0.4850044983805899,0
484326,0,0,0,0,0,0.3543436937742045,0
293264,0,0,0,0,0,0.3543436937742045,0
771742,1,1,1,1,1,0.9849320101894071,1
234680,0,0,1,1,1,0.8292045179776255,1
687507,0,1,1,1,0,0.942133044723639,1
935183,0,0,0,0,0,0.3543436937742045,0
276321,0,0,0,0,0,0.3543436937742045,0
250348,1,1,0,1,1,0.9543488292155563,1
511967,0,0,0,1,1,0.6082590307465144,1
949589,0,1,1,0,1,0.9442756020713345,1
179693,1,1,1,1,0,0.9744192116879923,1
313409,0,0,0,0,0,0.3543436937742045,0
600256,1,1,1,0,1,0.9753975715972606,1
828504,0,0,0,1,0,0.47502081252106,0
354493,0,0,0,1,0,0.47502081252106,0
609637,0,0,0,1,0,0.47502081252106,0
322289,1,1,1,0,1,0.9753975715972606,1
462306,0,1,0,1,0,0.8388910504234147,1
850,0,1,1,1,1,0.9654437697137235,1
331982,0,0,0,0,0,0.3543436937742045,0
104736,0,0,0,0,0,0.3543436937742045,0
466010,1,1,1,0,0,0.9585128806983041,1
846661,0,0,0,0,0,0.3543436937742045,0
930926,0,0,0,0,0,0.3543436937742045,0
760649,1,1,1,0,0,0.9585128806983041,1
527985,0,0,1,1,1,0.8292045179776255,1
767102,0,0,0,0,0,0.3543436937742045,0
549469,0,0,0,0,0,0.3543436937742045,0
294713,0,0,1,1,0,0.738850006084249,1
277536,0,0,0,0,0,0.3543436937742045,0
630716,0,1,1,1,1,0.9654437697137235,1
367078,0,0,0,0,0,0.3543436937742045,0
968343,0,0,0,1,1,0.6082590307465144,1
654264,0,1,1,1,0,0.942133044723639,1
102908,0,0,1,1,0,0.738850006084249,1
55629,0,0,0,0,0,0.3543436937742045,0
239724,0,0,1,1,1,0.8292045179776255,1
1043205,0,1,1,1,0,0.942133044723639,1
498945,0,0,0,0,0,0.3543436937742045,0
1089971,1,1,1,1,1,0.9849320101894071,1
683709,0,0,0,1,0,0.47502081252106,0
738248,1,0,0,1,0,0.679178699175393,1
952890,0,0,0,1,0,0.47502081252106,0
436449,0,1,1,1,1,0.9654437697137235,1
1013782,1,1,1,0,0,0.9585128806983041,1
643815,0,0,0,0,1,0.4850044983805899,0
404170,1,1,1,1,0,0.9744192116879923,1
675199,0,0,0,0,0,0.3543436937742045,0
212637,0,1,1,1,0,0.942133044723639,1
291031,0,1,1,1,1,0.9654437697137235,1
287959,0,1,1,0,0,0.9080454500689956,1
285573,0,1,1,1,1,0.9654437697137235,1
749527,1,1,1,0,0,0.9585128806983041,1
1100057,0,0,0,1,0,0.47502081252106,0
150406,0,0,0,1,0,0.47502081252106,0
177357,1,1,1,0,0,0.9585128806983041,1
1050725,0,0,0,0,0,0.3543436937742045,0
756413,0,0,0,1,1,0.6082590307465144,1
6559,0,0,0,1,1,0.6082590307465144,1
1096802,0,0,0,0,1,0.4850044983805899,0
54848,0,0,0,0,0,0.3543436937742045,0
982720,0,1,1,0,1,0.9442756020713345,1
903484,1,1,1,0,1,0.9753975715972606,1
576106,0,0,0,0,0,0.3543436937742045,0
452279,0,0,0,1,1,0.6082590307465144,1
405853,0,0,0,1,0,0.47502081252106,0
581554,0,0,0,1,1,0.6082590307465144,1
579305,0,0,0,1,1,0.6082590307465144,1
450612,1,1,1,1,1,0.9849320101894071,1
591751,0,1,1,1,0,0.942133044723639,1
608509,0,1,1,1,1,0.9654437697137235,1
353620,0,0,0,0,0,0.3543436937742045,0
886396,0,1,1,0,0,0.9080454500689956,1
158332,1,1,1,1,0,0.9744192116879923,1
978728,0,0,0,1,0,0.47502081252106,0
1007017,1,1,1,1,0,0.9744192116879923,1
1023897,0,1,1,0,0,0.9080454500689956,1
175048,0,0,0,1,1,0.6082590307465144,1
317236,0,1,1,1,1,0.9654437697137235,1
892548,1,1,1,0,1,0.9753975715972606,1
958610,1,1,1,1,0,0.9744192116879923,1
1071294,1,1,1,1,1,0.9849320101894071,1
803681,0,1,1,0,1,0.9442756020713345,1
677881,0,0,0,0,1,0.4850044983805899,0
1019846,0,0,0,0,0,0.3543436937742045,0
106128,0,1,1,1,1,0.9654437697137235,1
321828,0,0,0,0,0,0.3543436937742045,0
590682,0,1,1,1,1,0.9654437697137235,1
436742,0,0,0,0,0,0.3543436937742045,0
515609,1,1,0,0,0,0.8807970779778824,1
551600,0,0,0,1,1,0.6082590307465144,1
902584,0,0,1,1,0,0.738850006084249,1
267666,1,1,1,1,1,0.9849320101894071,1
2005,0,0,0,1,1,0.6082590307465144,1
210114,1,1,1,1,1,0.9849320101894071,1
965246,0,1,1,1,1,0.9654437697137235,1
754856,0,0,0,1,0,0.47502081252106,0
825105,1,1,1,0,0,0.9585128806983041,1
445473,0,0,0,0,0,0.3543436937742045,0
779843,1,1,1,1,1,0.9849320101894071,1
746143,1,0,1,1,0,0.8687555305614767,1
216890,0,0,0,0,0,0.3543436937742045,0
231939,0,0,0,0,0,0.3543436937742045,0
197106,0,0,0,1,1,0.6082590307465144,1
496762,0,0,1,0,0,0.6318124177361016,1
122623,0,0,1,1,1,0.8292045179776255,1
884618,1,1,1,1,0,0.9744192116879923,1
332668,0,1,1,1,0,0.942133044723639,1
1082162,1,1,1,0,0,0.9585128806983041,1
128814,0,0,1,0,1,0.7464939833376621,1
96823,0,1,1,1,1,0.9654437697137235,1
859421,0,0,0,0,0,0.3543436937742045,0
475607,0,0,0,1,0,0.47502081252106,0
572099,0,0,1,1,0,0.738850006084249,1
116585,1,1,1,0,1,0.9753975715972606,1
326517,0,0,0,0,0,0.3543436937742045,0
867272,0,0,0,0,0,0.3543436937742045,0
536760,1,1,1,1,0,0.9744192116879923,1
914480,0,1,0,0,0,0.7595109169491111,1
1082313,0,0,0,1,0,0.47502081252106,0
883355,0,0,1,1,0,0.738850006084249,1
338533,0,0,1,0,0,0.6318124177361016,1
283102,0,1,1,1,1,0.9654437697137235,1
188920,0,0,1,1,1,0.8292045179776255,1
384843,0,0,0,0,0,0.3543436937742045,0
766006,0,1,1,1,1,0.9654437697137235,1
1032910,0,0,0,0,1,0.4850044983805899,0
860299,0,1,0,0,1,0.8442241598762525,1
1044883,0,0,1,0,0,0.6318124177361016,1
465100,0,0,0,1,0,0.47502081252106,0
868282,0,0,1,1,0,0.738850006084249,1
514467,0,0,0,0,0,0.3543436937742045,0
346424,0,0,0,1,0,0.47502081252106,0
8283,1,1,1,1,1,0.9849320101894071,1
364714,0,0,0,0,0,0.3543436937742045,0
270726,0,0,0,1,0,0.47502081252106,0
818968,0,1,1,1,1,0.9654437697137235,1
451455,0,0,0,1,0,0.47502081252106,0
263082,0,0,1,1,0,0.738850006084249,1
453134,0,0,0,1,0,0.47502081252106,0
470894,0,0,0,0,0,0.3543436937742045,0
2561,0,0,0,0,0,0.3543436937742045,0
637530,0,1,1,0,0,0.9080454500689956,1
463352,0,0,0,0,0,0.3543436937742045,0
892395,0,0,1,1,1,0.8292045179776255,1
785944,0,1,0,0,0,0.7595109169491111,1
36355,0,0,0,1,0,0.47502081252106,0
273969,0,0,0,1,0,0.47502081252106,0
1002976,1,1,1,1,1,0.9849320101894071,1
551117,0,1,1,1,1,0.9654437697137235,1
227150,0,0,0,0,0,0.3543436937742045,0
1061949,0,0,0,1,0,0.47502081252106,0
238596,1,1,1,1,1,0.9849320101894071,1
580180,0,0,1,0,0,0.6318124177361016,1
629452,1,1,0,1,0,0.9241418199787564,1
92932,1,1,1,1,1,0.9849320101894071,1
1074092,0,1,1,1,1,0.9654437697137235,1
503970,0,0,0,0,0,0.3543436937742045,0
384918,1,1,1,0,0,0.9585128806983041,1
1011209,0,0,0,1,0,0.47502081252106,0
166317,0,1,1,1,1,0.9654437697137235,1
453940,1,1,1,0,0,0.9585128806983041,1
343423,0,0,0,0,0,0.3543436937742045,0
421652,1,1,1,1,0,0.9744192116879923,1
800235,0,0,0,0,1,0.4850044983805899,0
322718,1,1,1,0,1,0.9753975715972606,1
264045,0,0,0,1,0,0.47502081252106,0
535092,0,0,0,0,0,0.3543436937742045,0
674987,1,1,1,0,1,0.9753975715972606,1
903841,0,1,1,1,0,0.942133044723639,1
93418,0,1,1,1,1,0.9654437697137235,1
302916,0,0,0,1,1,0.6082590307465144,1
150750,0,0,0,1,0,0.47502081252106,0
1045697,0,1,1,1,1,0.9654437697137235,1
335937,1,1,1,1,0,0.9744192116879923,1
806700,1,1,1,0,0,0.9585128806983041,1
663770,1,1,1,1,0,0.9744192116879923,1
831852,0,1,1,1,1,0.9654437697137235,1
297837,0,0,0,0,0,0.3543436937742045,0
906503,1,1,1,0,1,0.9753975715972606,1
109702,0,0,0,0,0,0.3543436937742045,0
306025,0,0,0,1,0,0.47502081252106,0
447930,0,0,0,0,0,0.3543436937742045,0
84087,0,0,0,0,0,0.3543436937742045,0
548687,0,1,1,0,1,0.9442756020713345,1
92015,1,1,1,1,1,0.9849320101894071,1
643402,0,0,0,0,0,0.3543436937742045,0
824469,0,0,0,0,1,0.4850044983805899,0
459551,0,1,1,1,0,0.942133044723639,1
61885,0,0,0,0,0,0.3543436937742045,0
28863,0,0,0,1,0,0.47502081252106,0
346193,0,0,0,1,1,0.6082590307465144,1
418960,0,0,1,0,0,0.6318124177361016,1
921499,0,1,1,0,1,0.9442756020713345,1
19943,0,0,0,1,0,0.47502081252106,0
902005,0,1,1,0,1,0.9442756020713345,1
349764,1,1,1,1,0,0.9744192116879923,1
1071768,0,0,0,1,1,0.6082590307465144,1
333347,0,1,1,1,0,0.942133044723639,1
1002390,0,1,1,1,1,0.9654437697137235,1
391703,0,0,0,0,0,0.3543436937742045,0
336517,0,0,0,1,0,0.47502081252106,0
399446,0,0,0,1,0,0.47502081252106,0
97615,0,0,0,1,0,0.47502081252106,0
147951,0,1,1,1,1,0.9654437697137235,1
870736,0,1,0,0,1,0.8442241598762525,1
600088,1,1,1,1,0,0.9744192116879923,1
590901,0,0,0,0,0,0.3543436937742045,0
287104,0,0,0,1,0,0.47502081252106,0
472303,0,0,1,0,1,0.7464939833376621,1
1103120,0,0,0,1,0,0.47502081252106,0
294359,0,0,0,1,0,0.47502081252106,0
122543,0,1,1,1,0,0.942133044723639,1
811006,0,0,1,0,0,0.6318124177361016,1
1060561,1,1,1,1,0,0.9744192116879923,1
80659,0,0,0,0,0,0.3543436937742045,0
553025,0,1,1,1,1,0.9654437697137235,1
1035850,0,0,0,0,0,0.3543436937742045,0
948187,0,0,0,0,0,0.3543436937742045,0
46005,0,0,0,1,0,0.47502081252106,0
637050,0,0,0,0,0,0.3543436937742045,0
998696,0,0,0,1,0,0.47502081252106,0
508974,0,0,0,0,1,0.4850044983805899,0
761157,0,0,0,1,1,0.6082590307465144,1
477685,0,0,0,0,0,0.3543436937742045,0
955829,0,0,0,0,1,0.4850044983805899,0
440669,0,1,1,0,0,0.9080454500689956,1
138536,0,0,1,1,1,0.8292045179776255,1
1077513,0,0,0,0,1,0.4850044983805899,0
344036,0,0,0,0,0,0.3543436937742045,0
741082,0,0,0,0,0,0.3543436937742045,0
755730,0,1,1,1,0,0.942133044723639,1
593846,1,0,1,0,0,0.8005922431513315,1
81780,0,0,0,1,1,0.6082590307465144,1
816898,0,1,1,1,1,0.9654437697137235,1
1085576,0,1,1,1,1,0.9654437697137235,1
390443,0,0,0,0,1,0.4850044983805899,0
295416,0,1,1,1,1,0.9654437697137235,1
423382,0,0,1,0,0,0.6318124177361016,1
706290,0,0,0,1,0,0.47502081252106,0
763876,0,0,0,1,0,0.47502081252106,0
301592,0,1,0,1,1,0.8993479064358931,1
529088,0,0,1,1,1,0.8292045179776255,1
367704,0,0,1,0,0,0.6318124177361016,1
204322,0,0,0,1,0,0.47502081252106,0
161684,0,0,0,0,0,0.3543436937742045,0
803163,0,1,1,0,0,0.9080454500689956,1
857030,0,0,0,0,0,0.3543436937742045,0
116087,0,0,0,1,1,0.6082590307465144,1
1030440,0,1,1,0,1,0.9442756020713345,1
392366,0,0,0,0,0,0.3543436937742045,0
80307,0,0,1,1,0,0.738850006084249,1
423738,0,0,0,0,0,0.3543436937742045,0
449383,0,0,0,1,1,0.6082590307465144,1
784444,0,0,1,1,1,0.8292045179776255,1
174449,0,0,0,0,1,0.4850044983805899,0
1040682,0,0,0,0,0,0.3543436937742045,0
152172,0,1,1,1,0,0.942133044723639,1
39376,0,0,0,1,0,0.47502081252106,0
1003713,0,0,0,1,1,0.6082590307465144,1
758136,0,0,0,0,0,0.3543436937742045,0
538591,0,0,0,0,0,0.3543436937742045,0
371200,0,0,0,1,0,0.47502081252106,0
194434,1,1,1,1,1,0.9849320101894071,1
593795,0,0,0,0,0,0.3543436937742045,0
938571,0,0,0,0,0,0.3543436937742045,0
163306,0,0,0,1,1,0.6082590307465144,1
880407,1,1,1,1,0,0.9744192116879923,1
108350,0,1,0,0,0,0.7595109169491111,1
666741,0,0,1,0,0,0.6318124177361016,1
493115,0,0,0,0,0,0.3543436937742045,0
562983,0,1,1,1,0,0.942133044723639,1
45649,0,1,1,1,0,0.942133044723639,1
885015,0,0,1,1,0,0.738850006084249,1
319584,0,0,0,1,1,0.6082590307465144,1
903248,0,0,0,0,1,0.4850044983805899,0
1088787,0,0,0,0,1,0.4850044983805899,0
695443,0,0,1,0,1,0.7464939833376621,1
96683,1,1,1,1,0,0.9744192116879923,1
99078,0,0,0,1,0,0.47502081252106,0
822169,0,0,0,0,0,0.3543436937742045,0
649023,0,0,0,1,1,0.6082590307465144,1
554363,0,0,0,1,0,0.47502081252106,0
691973,0,0,1,1,0,0.738850006084249,1
112425,0,0,0,0,1,0.4850044983805899,0
595822,1,0,0,0,0,0.5621765008857981,1
313583,0,0,0,0,0,0.3543436937742045,0
161634,0,0,0,0,0,0.3543436937742045,0
874380,0,0,0,0,0,0.3543436937742045,0
736383,0,0,1,1,1,0.8292045179776255,1
821958,0,1,0,1,1,0.8993479064358931,1
536525,1,1,1,0,0,0.9585128806983041,1
267917,0,1,0,1,0,0.8388910504234147,1
1096394,0,1,1,1,1,0.9654437697137235,1
572445,0,0,0,0,0,0.3543436937742045,0
415993,0,0,0,1,0,0.47502081252106,0
830756,1,1,1,0,1,0.9753975715972606,1
632784,0,0,0,0,1,0.4850044983805899,0
1050,0,0,0,1,0,0.47502081252106,0
69237,1,1,1,1,1,0.9849320101894071,1
791526,0,1,1,1,1,0.9654437697137235,1
75061,0,1,1,1,0,0.942133044723639,1
194737,0,0,0,1,1,0.6082590307465144,1
654624,0,0,0,0,0,0.3543436937742045,0
528854,0,0,1,0,0,0.6318124177361016,1
216081,1,1,1,1,1,0.9849320101894071,1
464690,0,0,0,1,0,0.47502081252106,0
463919,1,1,0,1,1,0.9543488292155563,1
1041578,0,0,0,0,0,0.3543436937742045,0
474180,0,0,0,1,0,0.47502081252106,0
131415,0,0,0,1,1,0.6082590307465144,1
919242,0,1,1,1,1,0.9654437697137235,1
38027,0,0,0,0,0,0.3543436937742045,0
939910,0,0,1,0,1,0.7464939833376621,1
774312,1,1,1,1,0,0.9744192116879923,1
1030772,1,1,1,1,1,0.9849320101894071,1
508262,0,0,0,0,0,0.3543436937742045,0
1027259,1,1,1,0,1,0.9753975715972606,1
388674,0,0,0,0,0,0.3543436937742045,0
520192,0,1,1,1,1,0.9654437697137235,1
378312,0,1,1,1,1,0.9654437697137235,1
275144,0,0,1,1,1,0.8292045179776255,1
123824,1,1,0,1,1,0.9543488292155563,1
209021,0,1,1,0,0,0.9080454500689956,1
103316,1,1,1,1,1,0.9849320101894071,1
559,1,1,1,1,1,0.9849320101894071,1
912510,1,1,0,1,0,0.9241418199787564,1
1098745,0,1,1,1,1,0.9654437697137235,1
742386,0,0,0,1,0,0.47502081252106,0
295262,0,0,1,1,0,0.738850006084249,1
969375,0,0,0,0,1,0.4850044983805899,0
798099,0,0,1,0,0,0.6318124177361016,1
626003,1,1,1,0,0,0.9585128806983041,1
1082310,0,0,0,0,0,0.3543436937742045,0
855009,1,1,0,1,0,0.9241418199787564,1
26643,1,1,1,1,0,0.9744192116879923,1
809858,1,1,1,1,1,0.9849320101894071,1
793826,1,1,1,1,0,0.9744192116879923,1
901918,0,1,0,1,0,0.8388910504234147,1
393110,0,0,0,1,0,0.47502081252106,0
309438,0,0,0,1,0,0.47502081252106,0
376429,0,1,1,1,1,0.9654437697137235,1
834056,0,1,0,1,1,0.8993479064358931,1
953015,0,0,0,0,1,0.4850044983805899,0
349173,0,0,1,0,0,0.6318124177361016,1
767968,0,1,1,1,0,0.942133044723639,1
153572,0,0,0,0,0,0.3543436937742045,0
170539,0,0,0,1,0,0.47502081252106,0
206002,0,0,0,1,0,0.47502081252106,0
827636,1,1,1,1,0,0.9744192116879923,1
826835,0,0,0,1,1,0.6082590307465144,1
631563,0,0,0,1,0,0.47502081252106,0
456813,0,0,0,1,0,0.47502081252106,0
115748,0,0,0,1,1,0.6082590307465144,1
1098830,1,1,1,1,0,0.9744192116879923,1
166616,1,1,1,0,0,0.9585128806983041,1
295696,0,0,0,1,0,0.47502081252106,0
1058436,0,0,0,0,1,0.4850044983805899,0
129315,0,0,0,1,1,0.6082590307465144,1
832042,1,1,1,1,1,0.9849320101894071,1
52936,0,1,1,0,1,0.9442756020713345,1
368175,0,0,0,0,0,0.3543436937742045,0
157434,0,0,0,0,1,0.4850044983805899,0
876207,1,1,1,1,0,0.9744192116879923,1
574373,1,1,1,1,0,0.9744192116879923,1
990467,0,1,1,1,0,0.942133044723639,1
879268,1,1,1,1,1,0.9849320101894071,1
286990,0,1,0,0,1,0.8442241598762525,1
291245,0,1,1,1,0,0.942133044723639,1
304144,0,1,1,1,1,0.9654437697137235,1
1003411,0,0,1,0,0,0.6318124177361016,1
1049439,1,1,1,1,1,0.9849320101894071,1
337634,0,0,0,0,1,0.4850044983805899,0
160798,0,0,0,0,0,0.3543436937742045,0
917753,0,0,1,0,1,0.7464939833376621,1
1025420,1,1,1,1,1,0.9849320101894071,1
40549,0,0,0,1,0,0.47502081252106,0
69814,0,0,0,0,1,0.4850044983805899,0
647167,0,1,1,1,0,0.942133044723639,1
628063,0,0,0,1,1,0.6082590307465144,1
19099,0,0,0,1,0,0.47502081252106,0
218665,0,0,0,0,0,0.3543436937742045,0
751833,0,0,1,1,0,0.738850006084249,1
377354,1,1,1,1,1,0.9849320101894071,1
283587,0,0,0,0,0,0.3543436937742045,0
860852,0,1,1,0,0,0.9080454500689956,1
535398,0,0,0,1,1,0.6082590307465144,1
114537,1,1,0,1,1,0.9543488292155563,1
698295,0,1,0,1,1,0.8993479064358931,1
822992,0,1,1,0,0,0.9080454500689956,1
313706,0,0,1,0,0,0.6318124177361016,1
665555,0,0,0,1,1,0.6082590307465144,1
542179,1,1,1,0,1,0.9753975715972606,1
122723,0,0,0,1,1,0.6082590307465144,1
1019812,0,0,0,0,0,0.3543436937742045,0
405795,0,0,1,0,0,0.6318124177361016,1
817250,0,0,0,0,1,0.4850044983805899,0
219232,0,0,1,1,0,0.738850006084249,1
10176,1,1,1,1,1,0.9849320101894071,1
404611,0,0,0,1,0,0.47502081252106,0
89990,0,0,0,0,1,0.4850044983805899,0
786320,1,1,1,1,1,0.9849320101894071,1
1007221,0,0,1,1,0,0.738850006084249,1
256141,0,1,1,0,1,0.9442756020713345,1
